nome_cliente;Plano;dt_desativacao_sac;dt_cadastro_sac;st_diavencimento_sac;st_cartaobandeira_sac;campo1;st_estado_sac;Pacote de mensagem;Valor;MRR
96541;Sea;04/04/2023;04/20/2020;17;Cartão de crédito;;SP;;1000;1000
96542;Sea;;04/19/2020;16;Cartão de crédito;;RJ;;1000;1000
96543;Sea;03/18/2021;04/18/2020;30;Cartão de crédito;;RJ;;1000;1000
96544;Sea;04/17/2020;04/17/2020;30;Boleto;;SP;;1000;1000
96544;Sea;05/19/2020;04/17/2020;30;Boleto;;SP;;1000;1000
96545;Sea;12/02/2020;04/17/2020;0;Cartão de crédito;;SC;;1000;1000
96546;Sea;03/15/2022;04/17/2020;27;Boleto;;RO;;1000;1000
96547;Sea;;04/17/2020;17;Cartão de crédito;;SP;;1000;1000
96548;Sea;05/10/2021;04/17/2020;17;Boleto;;SC;;1000;1000
96549;Sea;08/13/2021;04/17/2020;15;Cartão de crédito;;SP;;1000;1000
96550;Sea;05/06/2020;04/17/2020;17;Cartão de crédito;;RJ;;1000;1000
96551;Sea;11/04/2020;04/17/2020;17;Cartão de crédito;;SP;;1000;1000
96548;Sea;06/04/2020;04/17/2020;17;Boleto;;SC;;1000;1000
96552;Sea;05/13/2021;04/17/2020;30;Cartão de crédito;;RS;;1000;1000
96553;Sea;02/02/2021;04/17/2020;0;Cartão de crédito;;RS;;1000;1000
96554;Sea;;04/17/2020;25;Boleto;;SP;;1000;1000
96555;Sea;;04/17/2020;25;Boleto;;MG;;1000;1000
96556;Sea;01/18/2021;04/16/2020;5;Boleto;;RS;;1000;1000
96557;Sea;06/30/2020;04/16/2020;16;Cartão de crédito;;SP;;1000;1000
96558;Sea;05/28/2021;04/16/2020;15;Cartão de crédito;;SP;;1000;1000
96559;Sea;06/23/2022;04/16/2020;7;Boleto;;SP;;1000;1000
93915;Sea;04/15/2020;04/15/2020;10;Boleto;;SP;;1000;1000
96560;Sea;03/29/2021;04/15/2020;15;Cartão de crédito;;RS;;1000;1000
96561;Sea;;04/15/2020;15;Cartão de crédito;;GO;;1000;1000
93915;Sea;04/15/2020;04/15/2020;10;Boleto;;SP;;1000;1000
96562;Sea;12/10/2020;04/15/2020;15;Boleto;;RJ;;1000;1000
93915;Sea;04/15/2020;04/15/2020;10;Boleto;;SP;;1000;1000
93915;Sea;04/15/2020;04/15/2020;10;Boleto;;SP;;1000;1000
93915;Sea;04/15/2020;04/15/2020;10;Boleto;;SP;;1000;1000
93915;Sea;04/15/2020;04/15/2020;10;Boleto;;SP;;1000;1000
96563;Sea;02/02/2021;04/15/2020;30;Cartão de crédito;;SP;;1000;1000
96564;Sea;08/01/2022;04/15/2020;15;Cartão de crédito;;PE;;1000;1000
96565;Sea;01/20/2022;04/15/2020;20;Boleto;;SP;;1000;1000
96566;Sea;;04/15/2020;25;Boleto;;RJ;;1000;1000
96565;Sea;04/14/2020;04/14/2020;14;Boleto;;SP;;1000;1000
96565;Sea;04/14/2020;04/14/2020;14;Boleto;;SP;;1000;1000
96567;Sea;07/31/2020;04/14/2020;30;Cartão de crédito;;SP;;1000;1000
96568;Sea;;04/14/2020;15;Cartão de crédito;;SP;;1000;1000
96569;Sea;05/19/2020;04/14/2020;14;Cartão de crédito;;SP;;1000;1000
96570;Sea;05/19/2020;04/13/2020;13;Boleto;;SP;;1000;1000
96555;Sea;05/21/2020;04/13/2020;9;Boleto;;MG;;1000;1000
96555;Sea;05/21/2020;04/13/2020;9;Boleto;;MG;;1000;1000
96571;Sea;04/24/2020;04/13/2020;30;Cartão de crédito;;SP;;1000;1000
96572;Sea;07/16/2021;04/13/2020;13;Boleto;;SP;;1000;1000
96573;Sea;11/23/2020;04/13/2020;0;Cartão de crédito;;RJ;;1000;1000
96574;Sea;04/24/2020;04/13/2020;10;Boleto;;RJ;;1000;1000
96575;Sea;12/17/2020;04/13/2020;0;Cartão de crédito;;SP;;1000;1000
96576;Sea;04/28/2020;04/13/2020;3;Boleto;;SP;;1000;1000
96577;Sea;10/23/2020;04/11/2020;0;Cartão de crédito;;CE;;1000;1000
96578;Sea;05/10/2022;04/10/2020;9;Cartão de crédito;;DF;;1000;1000
96579;Sea;02/15/2021;04/10/2020;9;Cartão de crédito;;SP;;1000;1000
96580;Sea;01/07/2022;04/09/2020;30;Cartão de crédito;;RJ;;1000;1000
96578;Sea;04/15/2020;04/09/2020;9;Cartão de crédito;;DF;;1000;1000
96581;Sea;08/07/2020;04/09/2020;30;Boleto;;MS;;1000;1000
96582;Sea;12/17/2020;04/09/2020;20;Cartão de crédito;;PR;;1000;1000
96583;Sea;06/14/2022;04/09/2020;7;Boleto;;SP;;1000;1000
96584;Sea;05/19/2020;04/09/2020;8;Cartão de crédito;;SP;;1000;1000
96585;Sea;;04/08/2020;6;Boleto;;MG;;1000;1000
96586;Sea;;04/08/2020;8;Cartão de crédito;;BA;;1000;1000
96587;Sea;11/18/2020;04/08/2020;0;Cartão de crédito;;BA;;1000;1000
96588;Sea;;04/08/2020;10;Cartão de crédito;;CE;;1000;1000
96589;Sea;06/10/2022;04/08/2020;8;Cartão de crédito;;PR;;1000;1000
96590;Sea;;04/08/2020;17;Boleto;;RJ;;1000;1000
96591;Sea;12/14/2020;04/08/2020;8;Cartão de crédito;;SC;;1000;1000
96592;Sea;06/06/2021;04/07/2020;7;Cartão de crédito;;RJ;;1000;1000
96593;Sea;;04/07/2020;7;Boleto;;MG;;1000;1000
96594;Sea;;04/07/2020;10;Cartão de crédito;;CE;;1000;1000
96595;Sea;11/11/2021;04/07/2020;7;Cartão de crédito;;SP;;1000;1000
96596;Sea;09/24/2020;04/07/2020;0;Cartão de crédito;;RJ;;1000;1000
96597;Sea;;04/06/2020;3;Cartão de crédito;;PR;;1000;1000
96598;Sea;05/04/2020;04/06/2020;6;Cartão de crédito;;AM;;1000;1000
96599;Sea;08/23/2022;04/06/2020;20;Boleto;;MS;;1000;1000
96600;Sea;;04/06/2020;6;Cartão de crédito;;SC;;1000;1000
96601;Sea;07/10/2020;04/06/2020;6;Cartão de crédito;;SP;;1000;1000
96602;Sea;08/31/2021;04/06/2020;6;Cartão de crédito;;MS;;1000;1000
96603;Sea;05/25/2022;04/06/2020;9;Boleto;;DF;;1000;1000
96604;Sea;;04/06/2020;6;Cartão de crédito;;PR;;1000;1000
96604;Sea;04/06/2020;04/06/2020;6;Cartão de crédito;;PR;;1000;1000
96605;Sea;06/14/2022;04/06/2020;15;Boleto;;SP;;1000;1000
96606;Sea;04/05/2020;04/05/2020;1;Cartão de crédito;;AP;;1000;1000
96607;Sea;02/25/2022;04/03/2020;3;Cartão de crédito;;MG;;1000;1000
96608;Sea;;04/03/2020;3;Cartão de crédito;;SP;;1000;1000
96609;Sea;06/14/2022;04/03/2020;5;Boleto;;SP;;1000;1000
96610;Sea;04/15/2020;04/02/2020;2;Cartão de crédito;;SP;;1000;1000
96611;Sea;03/25/2021;04/02/2020;2;Cartão de crédito;;SP;;1000;1000
96612;Sea;10/27/2020;04/02/2020;0;Boleto;;PE;;1000;1000
96613;Sea;06/07/2021;04/02/2020;2;Cartão de crédito;;SP;;1000;1000
96614;Sea;05/18/2020;04/02/2020;5;Boleto;;SC;;1000;1000
96615;Sea;04/01/2020;04/01/2020;5;Boleto;;MG;;1000;1000
96616;Sea;06/04/2022;04/01/2020;1;Boleto;;GO;;1000;1000
96617;Sea;05/13/2020;03/31/2020;31;Cartão de crédito;;BA;;1000;1000
96618;Sea;;03/31/2020;31;Cartão de crédito;;SC;;1000;1000
96619;Sea;04/29/2020;03/31/2020;31;Cartão de crédito;;SP;;1000;1000
96620;Sea;08/26/2020;03/31/2020;0;Cartão de crédito;;SP;;1000;1000
96615;Sea;05/18/2020;03/31/2020;30;Cartão de crédito;;MG;;1000;1000
96621;Sea;08/17/2020;03/31/2020;0;Boleto;;SP;;1000;1000
96622;Sea;01/27/2021;03/31/2020;0;Cartão de crédito;;SP;;1000;1000
96623;Sea;;03/31/2020;31;Cartão de crédito;;RS;;1000;1000
96624;Sea;12/16/2020;03/31/2020;0;Cartão de crédito;;SP;;1000;1000
96625;Sea;09/03/2020;03/30/2020;0;Cartão de crédito;;SP;;1000;1000
96626;Sea;03/30/2020;03/30/2020;2703;Boleto;;RS;;1000;1000
96626;Sea;;03/30/2020;30;Cartão de crédito;;RS;;1000;1000
96627;Sea;04/30/2020;03/30/2020;3;Boleto;;SC;;1000;1000
96628;Sea;10/22/2020;03/30/2020;0;Cartão de crédito;;PI;;1000;1000
96629;Sea;02/02/2021;03/30/2020;0;Cartão de crédito;;SP;;1000;1000
93531;Sea;08/05/2020;03/30/2020;30;Boleto;;MA;;1000;1000
96630;Sea;02/07/2023;03/30/2020;10;Boleto;;SP;;1000;1000
96631;Sea;;03/28/2020;30;Boleto;;CE;;1000;1000
96632;Sea;03/21/2022;03/27/2020;27;Cartão de crédito;;SP;;1000;1000
96633;Sea;03/31/2021;03/27/2020;28;Cartão de crédito;;ES;;1000;1000
96634;Sea;02/24/2021;03/27/2020;27;Cartão de crédito;;SP;;1000;1000
96635;Sea;12/31/2020;03/27/2020;0;Boleto;;SC;;1000;1000
96636;Sea;08/04/2020;03/27/2020;27;Cartão de crédito;;PB;;1000;1000
96637;Sea;;03/27/2020;18;Boleto;;SP;;1000;1000
96638;Sea;11/30/2022;03/27/2020;25;Cartão de crédito;;PR;;1000;1000
96639;Sea;01/13/2021;03/27/2020;0;Boleto;;SP;;1000;1000
96640;Sea;12/16/2020;03/26/2020;0;Cartão de crédito;;DF;;1000;1000
96641;Sea;;03/26/2020;26;Cartão de crédito;;RJ;;1000;1000
96642;Sea;05/29/2020;03/26/2020;25;Boleto;;SP;;1000;1000
96642;Sea;05/02/2023;03/26/2020;28;Cartão de crédito;;SP;;1000;1000
96643;Sea;12/02/2020;03/26/2020;0;Cartão de crédito;;SP;;1000;1000
96644;Sea;08/25/2020;03/26/2020;0;Cartão de crédito;;SP;;1000;1000
96645;Sea;12/14/2020;03/25/2020;0;Boleto;;MG;;1000;1000
96646;Sea;03/16/2021;03/25/2020;30;Cartão de crédito;;SP;;1000;1000
96647;Sea;02/22/2021;03/24/2020;30;Cartão de crédito;;SP;;1000;1000
96648;Sea;;03/23/2020;23;Cartão de crédito;;PR;;1000;1000
96649;Sea;;03/23/2020;13;Boleto;;RJ;;1000;1000
96650;Sea;;03/23/2020;20;Boleto;;ES;;1000;1000
96651;Sea;;03/23/2020;13;Boleto;;RJ;;1000;1000
96652;Sea;05/18/2020;03/23/2020;23;Boleto;;RJ;;1000;1000
96653;Sea;04/28/2020;03/23/2020;23;Boleto;;SP;;1000;1000
96654;Sea;07/09/2020;03/20/2020;20;Boleto;;SP;;1000;1000
96655;Sea;04/20/2020;03/20/2020;20;Boleto;;RJ;;1000;1000
96655;Sea;05/02/2020;03/20/2020;20;Boleto;;RJ;;1000;1000
96656;Sea;09/15/2020;03/20/2020;0;Cartão de crédito;;RJ;;1000;1000
96657;Sea;02/02/2021;03/20/2020;0;Cartão de crédito;;SP;;1000;1000
96658;Sea;07/21/2021;03/19/2020;29;Boleto;;SP;;1000;1000
96659;Sea;09/15/2020;03/19/2020;0;Cartão de crédito;;MG;;1000;1000
96660;Sea;02/19/2021;03/19/2020;23;Boleto;;SP;;1000;1000
96659;Sea;03/19/2020;03/19/2020;19;Cartão de crédito;;MG;;1000;1000
96661;Sea;12/14/2020;03/19/2020;0;Cartão de crédito;;SP;;1000;1000
96662;Sea;04/17/2020;03/19/2020;16;Boleto;;SP;;1000;1000
96663;Sea;01/07/2021;03/18/2020;0;Cartão de crédito;;SP;;1000;1000
96664;Sea;05/19/2020;03/17/2020;17;Boleto;;SC;;1000;1000
96665;Sea;01/11/2021;03/17/2020;0;Boleto;;SP;;1000;1000
96666;Sea;;03/17/2020;17;Cartão de crédito;;SP;;1000;1000
96667;Sea;04/24/2020;03/17/2020;17;Cartão de crédito;;SP;;1000;1000
96668;Sea;04/28/2020;03/17/2020;20;Boleto;;SC;;1000;1000
96669;Sea;;03/17/2020;16;Boleto;;SP;;1000;1000
96670;Sea;;03/16/2020;17;Boleto;;RS;;1000;1000
93027;Sea;04/06/2020;03/16/2020;16;Boleto;;MG;;1000;1000
96671;Sea;;03/16/2020;30;Cartão de crédito;;PR;;1000;1000
96672;Sea;02/19/2021;03/13/2020;13;Cartão de crédito;;SP;;1000;1000
96673;Sea;11/12/2020;03/13/2020;11;Boleto;;SP;;1000;1000
96674;Sea;;03/12/2020;12;Cartão de crédito;;RS;;1000;1000
96674;Sea;03/12/2020;03/12/2020;12;Boleto;;RS;;1000;1000
96675;Sea;12/10/2021;03/12/2020;12;Cartão de crédito;;RN;;1000;1000
96675;Sea;03/27/2020;03/12/2020;12;Cartão de crédito;;RN;;1000;1000
96676;Sea;;03/10/2020;10;Cartão de crédito;;SC;;1000;1000
96677;Sea;05/19/2020;03/10/2020;20;Boleto;;DF;;1000;1000
96678;Sea;05/18/2020;03/10/2020;4;Cartão de crédito;;MG;;1000;1000
96679;Sea;;03/09/2020;30;Boleto;;RJ;;1000;1000
96680;Sea;06/25/2020;03/09/2020;9;Cartão de crédito;;SP;;1000;1000
96681;Sea;07/16/2021;03/09/2020;16;Boleto;;RS;;1000;1000
96682;Sea;;03/09/2020;3;Boleto;;SC;;1000;1000
96683;Sea;09/07/2020;03/09/2020;0;Cartão de crédito;;RJ;;1000;1000
96684;Sea;;03/09/2020;6;Cartão de crédito;;SC;;1000;1000
96412;Sea;04/05/2020;03/06/2020;10;Boleto;;SP;;1000;1000
96685;Sea;;03/06/2020;25;Boleto;;RS;;1000;1000
96686;Sea;02/02/2021;03/06/2020;0;Cartão de crédito;;SP;;1000;1000
96687;Sea;08/13/2020;03/06/2020;7;Boleto;;RJ;;1000;1000
96688;Sea;07/23/2021;03/06/2020;6;Cartão de crédito;;MS;;1000;1000
96689;Sea;05/27/2020;03/06/2020;6;Cartão de crédito;;SP;;1000;1000
96690;Sea;06/18/2021;03/06/2020;6;Cartão de crédito;;SP;;1000;1000
96691;Sea;;03/05/2020;4;Cartão de crédito;;SC;;1000;1000
96692;Sea;02/17/2021;03/04/2020;4;Cartão de crédito;;RS;;1000;1000
96692;Sea;04/04/2020;03/04/2020;4;Cartão de crédito;;RS;;1000;1000
96693;Sea;06/14/2022;03/03/2020;2;Boleto;;MG;;1000;1000
93470;Sea;04/19/2021;03/02/2020;5;Boleto;;SP;;1000;1000
96694;Sea;09/24/2020;02/29/2020;0;Boleto;;MG;;1000;1000
96695;Sea;07/23/2020;02/28/2020;28;Boleto;;SP;;1000;1000
96696;Sea;05/11/2021;02/28/2020;28;Cartão de crédito;;PR;;1000;1000
96696;Sea;02/28/2020;02/28/2020;28;Boleto;;PR;;1000;1000
96697;Sea;06/04/2020;02/28/2020;2;Boleto;;CE;;1000;1000
96698;Sea;12/16/2020;02/28/2020;0;Boleto;;RJ;;1000;1000
96699;Sea;02/13/2023;02/28/2020;29;Cartão de crédito;;GO;;1000;1000
96700;Sea;04/23/2020;02/28/2020;28;Cartão de crédito;;PR;;1000;1000
96701;Sea;08/13/2021;02/28/2020;28;Cartão de crédito;;RJ;;1000;1000
96702;Sea;08/19/2022;02/28/2020;20;Cartão de crédito;;SC;;1000;1000
96703;Sea;12/16/2020;02/28/2020;0;Boleto;;RN;;1000;1000
96704;Sea;02/11/2021;02/28/2020;28;Cartão de crédito;;PR;;1000;1000
96705;Sea;07/23/2020;02/28/2020;28;Cartão de crédito;;SP;;1000;1000
96705;Sea;02/28/2020;02/28/2020;28;Cartão de crédito;;SP;;1000;1000
96706;Sea;02/28/2020;02/28/2020;28;Boleto;;DF;;1000;1000
96706;Sea;11/16/2020;02/28/2020;0;Cartão de crédito;;DF;;1000;1000
96707;Sea;;02/28/2020;25;Boleto;;MG;;1000;1000
96708;Sea;;02/27/2020;27;Cartão de crédito;;RJ;;1000;1000
93915;Sea;02/28/2020;02/27/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/28/2020;02/27/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/28/2020;02/27/2020;10;Boleto;;SP;;1000;1000
96709;Sea;09/04/2020;02/27/2020;0;Cartão de crédito;;SP;;1000;1000
96710;Sea;04/23/2020;02/27/2020;28;Cartão de crédito;;SP;;1000;1000
96711;Sea;04/02/2020;02/27/2020;26;Cartão de crédito;;SP;;1000;1000
96712;Sea;04/22/2020;02/27/2020;28;Cartão de crédito;;MG;;1000;1000
96713;Sea;06/13/2022;02/27/2020;2;Boleto;;RS;;1000;1000
96714;Sea;06/03/2020;02/27/2020;26;Cartão de crédito;;PR;;1000;1000
96715;Sea;;02/27/2020;20;Boleto;;SC;;1000;1000
96716;Sea;;02/27/2020;27;Cartão de crédito;;SP;;1000;1000
96717;Sea;05/30/2020;02/27/2020;20;Cartão de crédito;;RJ;;1000;1000
96718;Sea;04/10/2020;02/27/2020;28;Boleto;;SP;;1000;1000
96719;Sea;03/23/2021;02/27/2020;29;Boleto;;RJ;;1000;1000
96720;Sea;04/14/2022;02/26/2020;28;Cartão de crédito;;SP;;1000;1000
96721;Sea;12/10/2020;02/22/2020;22;Cartão de crédito;;DF;;1000;1000
96722;Sea;04/02/2020;02/21/2020;19;Boleto;;DF;;1000;1000
96723;Sea;04/15/2020;02/21/2020;19;Boleto;;DF;;1000;1000
96724;Sea;04/02/2020;02/21/2020;21;Boleto;;DF;;1000;1000
96725;Sea;01/24/2022;02/21/2020;21;Cartão de crédito;;PR;;1000;1000
96726;Sea;02/02/2021;02/21/2020;21;Boleto;;PR;;1000;1000
96727;Sea;05/18/2020;02/21/2020;25;Boleto;;SP;;1000;1000
96728;Sea;05/26/2022;02/21/2020;21;Boleto;;SP;;1000;1000
96729;Sea;02/10/2023;02/21/2020;21;Cartão de crédito;;SP;;1000;1000
96730;Sea;03/01/2020;02/21/2020;20;Cartão de crédito;;MG;;1000;1000
96730;Sea;;02/20/2020;20;Cartão de crédito;;MG;;1000;1000
96731;Sea;;02/20/2020;20;Cartão de crédito;;RJ;;1000;1000
96732;Sea;02/02/2021;02/20/2020;20;Cartão de crédito;;PR;;1000;1000
96733;Sea;12/10/2020;02/20/2020;0;Cartão de crédito;;SP;;1000;1000
96734;Sea;05/17/2020;02/19/2020;19;Boleto;;SP;;1000;1000
96735;Sea;03/01/2021;02/19/2020;21;Cartão de crédito;;PR;;1000;1000
96736;Sea;09/01/2020;02/19/2020;0;Boleto;;SP;;1000;1000
93915;Sea;03/05/2020;02/18/2020;10;Boleto;;SP;;1000;1000
96737;Sea;04/20/2020;02/18/2020;18;Boleto;;SP;;1000;1000
96738;Sea;06/15/2020;02/18/2020;18;Boleto;;PR;;1000;1000
96739;Sea;04/06/2021;02/17/2020;19;Cartão de crédito;;SP;;1000;1000
96740;Sea;02/17/2020;02/17/2020;19;Cartão de crédito;;SP;;1000;1000
96741;Sea;;02/17/2020;14;Cartão de crédito;;SP;;1000;1000
96742;Sea;;02/14/2020;14;Cartão de crédito;;SP;;1000;1000
96743;Sea;02/02/2021;02/14/2020;0;Cartão de crédito;;SC;;1000;1000
96744;Sea;;02/14/2020;20;Boleto;;PR;;1000;1000
96745;Sea;09/24/2020;02/13/2020;0;Boleto;;SP;;1000;1000
96746;Sea;03/14/2023;02/13/2020;15;Boleto;;SP;;1000;1000
96747;Sea;;02/12/2020;12;Boleto;;RO;;1000;1000
96748;Sea;05/19/2020;02/12/2020;13;Boleto;;CE;;1000;1000
96749;Sea;;02/12/2020;15;Boleto;;SP;;1000;1000
96750;Sea;04/13/2023;02/12/2020;11;Cartão de crédito;;SP;;1000;1000
96751;Sea;04/09/2020;02/12/2020;11;Boleto;;DF;;1000;1000
96752;Sea;04/09/2020;02/12/2020;11;Boleto;;DF;;1000;1000
96748;Sea;05/19/2020;02/11/2020;13;Boleto;;CE;;1000;1000
96753;Sea;04/09/2020;02/11/2020;11;Boleto;;DF;;1000;1000
96754;Sea;02/23/2022;02/11/2020;20;Cartão de crédito;;SP;;1000;1000
96755;Sea;;02/10/2020;10;Cartão de crédito;;SP;;1000;1000
96756;Sea;12/03/2020;02/10/2020;0;Cartão de crédito;;SE;;1000;1000
96757;Sea;10/25/2022;02/07/2020;25;Cartão de crédito;;PR;;1000;1000
96758;Sea;01/18/2021;02/06/2020;7;Cartão de crédito;;SP;;1000;1000
96759;Sea;10/14/2021;02/06/2020;6;Cartão de crédito;;SP;;1000;1000
96760;Sea;11/01/2021;02/06/2020;6;Boleto;;SC;;1000;1000
96761;Sea;02/02/2021;02/06/2020;0;Boleto;;SP;;1000;1000
96762;Sea;05/11/2020;02/06/2020;5;Cartão de crédito;;SP;;1000;1000
93915;Sea;03/05/2020;02/05/2020;10;Boleto;;SP;;1000;1000
93915;Sea;03/05/2020;02/05/2020;10;Boleto;;SP;;1000;1000
93915;Sea;03/05/2020;02/05/2020;10;Boleto;;SP;;1000;1000
93915;Sea;03/05/2020;02/05/2020;10;Boleto;;SP;;1000;1000
96763;Sea;;02/05/2020;5;Boleto;;RS;;1000;1000
96764;Sea;12/03/2020;02/05/2020;0;Boleto;;SP;;1000;1000
96765;Sea;03/31/2023;02/05/2020;5;Cartão de crédito;;PR;;1000;1000
96766;Sea;12/02/2020;02/04/2020;0;Boleto;;SP;;1000;1000
96767;Sea;05/16/2022;02/04/2020;31;Boleto;;RS;;1000;1000
96768;Sea;03/01/2021;02/03/2020;4;Boleto;;MT;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;02/01/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/31/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/31/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/31/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/31/2020;10;Boleto;;SP;;1000;1000
96769;Sea;06/14/2022;01/31/2020;10;Boleto;;GO;;1000;1000
96770;Sea;07/07/2020;01/31/2020;31;Cartão de crédito;;SP;;1000;1000
96771;Sea;08/19/2020;01/31/2020;0;Boleto;;GO;;1000;1000
96772;Sea;05/19/2020;01/31/2020;5;Boleto;;SP;;1000;1000
96773;Sea;06/30/2020;01/31/2020;4;Boleto;;SP;;1000;1000
96774;Sea;05/19/2020;01/31/2020;31;Cartão de crédito;;SP;;1000;1000
96429;Sea;09/15/2020;01/31/2020;0;Cartão de crédito;;SP;;1000;1000
96775;Sea;08/26/2020;01/31/2020;5;Cartão de crédito;;RJ;;1000;1000
96776;Sea;06/24/2021;01/30/2020;30;Boleto;;BA;;1000;1000
96777;Sea;08/17/2022;01/30/2020;30;Boleto;;SP;;1000;1000
96649;Sea;01/30/2020;01/30/2020;13;Boleto;;RJ;;1000;1000
96778;Sea;04/26/2021;01/29/2020;30;Cartão de crédito;;AM;;1000;1000
96779;Sea;03/09/2020;01/29/2020;0;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/28/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/28/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/28/2020;10;Boleto;;SP;;1000;1000
96780;Sea;;01/28/2020;30;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/28/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/28/2020;10;Boleto;;SP;;1000;1000
93915;Sea;02/01/2020;01/28/2020;10;Boleto;;SP;;1000;1000
96781;Sea;06/16/2020;01/28/2020;28;Boleto;;AC;;1000;1000
96782;Sea;;01/28/2020;28;Boleto;;SP;;1000;1000
96783;Sea;08/02/2021;01/28/2020;28;Boleto;;SP;;1000;1000
96784;Sea;07/20/2020;01/28/2020;29;Cartão de crédito;;SP;;1000;1000
96785;Sea;05/18/2020;01/28/2020;25;Boleto;;MG;;1000;1000
96786;Sea;06/04/2022;01/28/2020;25;Boleto;;SP;;1000;1000
96787;Sea;09/24/2021;01/27/2020;27;Boleto;;SP;;1000;1000
96788;Sea;01/20/2020;01/27/2020;23;Cartão de crédito;;SP;;1000;1000
96788;Sea;08/27/2020;01/27/2020;0;Cartão de crédito;;SP;;1000;1000
96789;Sea;;01/24/2020;25;Boleto;;SP;;1000;1000
96790;Sea;;01/24/2020;24;Cartão de crédito;;SP;;1000;1000
93915;Sea;01/23/2020;01/23/2020;10;Boleto;;SP;;1000;1000
93915;Sea;01/23/2020;01/23/2020;10;Boleto;;SP;;1000;1000
93915;Sea;01/23/2020;01/23/2020;10;Boleto;;SP;;1000;1000
96791;Sea;;01/23/2020;23;Cartão de crédito;;SP;;1000;1000
96792;Sea;01/29/2020;01/23/2020;22;Boleto;;MG;;1000;1000
96792;Sea;05/02/2020;01/23/2020;22;Boleto;;MG;;1000;1000
96793;Sea;08/05/2020;01/22/2020;27;Boleto;;SP;;1000;1000
96794;Sea;06/26/2020;01/22/2020;30;Boleto;;SP;;1000;1000
96795;Sea;;01/22/2020;25;Cartão de crédito;;SP;;1000;1000
96796;Sea;08/08/2022;01/21/2020;10;Cartão de crédito;;SP;;1000;1000
96797;Sea;;01/21/2020;25;Cartão de crédito;;RJ;;1000;1000
96798;Sea;05/18/2020;01/21/2020;20;Boleto;;SC;;1000;1000
96796;Sea;01/31/2020;01/21/2020;25;Cartão de crédito;;SP;;1000;1000
96799;Sea;;01/21/2020;22;Boleto;;RJ;;1000;1000
95116;Sea;02/26/2020;01/21/2020;15;Cartão de crédito;;SP;;1000;1000
